AI Method,Ghost Method,Time (s),Score,Level
7316,RLPacMan,MyGhosts,41.43,5250,1
7317,RLPacMan,MyGhosts,39.77,2220,1
7318,RLPacMan,MyGhosts,27.78,4240,1
7319,RLPacMan,MyGhosts,25.32,1870,1
7320,RLPacMan,MyGhosts,31.72,2250,1
7321,RLPacMan,MyGhosts,55.90,4350,1
7322,RLPacMan,MyGhosts,34.00,2550,1
7323,RLPacMan,MyGhosts,17.43,1370,1
7324,RLPacMan,MyGhosts,39.58,4170,1
7325,RLPacMan,MyGhosts,24.45,1720,1
7326,RLPacMan,MyGhosts,30.47,2430,1
7327,RLPacMan,MyGhosts,21.92,1370,1
7328,RLPacMan,MyGhosts,37.30,2470,1
7329,RLPacMan,MyGhosts,38.83,3840,1
7330,RLPacMan,MyGhosts,33.50,2410,1
7331,RLPacMan,MyGhosts,42.90,3660,2
7332,RLPacMan,MyGhosts,38.50,3600,1
7333,RLPacMan,MyGhosts,37.23,2430,1
7334,RLPacMan,MyGhosts,19.55,1370,1
7335,RLPacMan,MyGhosts,39.17,2890,1
7336,RLPacMan,MyGhosts,28.40,3290,1
7337,RLPacMan,MyGhosts,24.45,1740,1
7338,RLPacMan,MyGhosts,18.18,1720,1
7339,RLPacMan,MyGhosts,29.32,2110,1
7340,RLPacMan,MyGhosts,46.60,5550,1
7341,RLPacMan,MyGhosts,33.82,2730,1
7342,RLPacMan,MyGhosts,56.45,3740,1
7343,RLPacMan,MyGhosts,26.20,2190,1
7344,RLPacMan,MyGhosts,23.53,2680,1
7345,RLPacMan,MyGhosts,22.78,1690,1
7346,RLPacMan,MyGhosts,27.42,4180,1
7347,RLPacMan,MyGhosts,22.12,1890,1
7348,RLPacMan,MyGhosts,19.85,2150,1
7349,RLPacMan,MyGhosts,24.22,2170,1
7350,RLPacMan,MyGhosts,43.17,3530,1
7351,RLPacMan,MyGhosts,32.25,2080,1
7352,RLPacMan,MyGhosts,54.95,3460,1
7353,RLPacMan,MyGhosts,22.13,2510,1
7354,RLPacMan,MyGhosts,49.02,3070,1
7355,RLPacMan,MyGhosts,35.40,3610,1
7356,RLPacMan,MyGhosts,23.72,1610,1
7357,RLPacMan,MyGhosts,60.37,3730,1
7358,RLPacMan,MyGhosts,22.07,2270,1
7359,RLPacMan,MyGhosts,22.25,2940,1
7360,RLPacMan,MyGhosts,47.77,3560,1
7361,RLPacMan,MyGhosts,27.27,2070,1
7362,RLPacMan,MyGhosts,35.63,3050,1
7363,RLPacMan,MyGhosts,29.25,1890,1
7364,RLPacMan,MyGhosts,28.00,2840,1
7365,RLPacMan,MyGhosts,19.10,1710,1
7366,RLPacMan,MyGhosts,22.27,2450,1
7367,RLPacMan,MyGhosts,45.85,1750,1
7368,RLPacMan,MyGhosts,36.15,2700,1
7369,RLPacMan,MyGhosts,49.73,4140,1
7370,RLPacMan,MyGhosts,44.00,4320,1
7371,RLPacMan,MyGhosts,25.72,2650,1
7372,RLPacMan,MyGhosts,23.03,1700,1
7373,RLPacMan,MyGhosts,27.98,3030,1
7374,RLPacMan,MyGhosts,21.37,3010,1
7375,RLPacMan,MyGhosts,29.17,2240,1
7376,RLPacMan,MyGhosts,23.67,2300,1
7377,RLPacMan,MyGhosts,35.68,3150,1
7378,RLPacMan,MyGhosts,33.42,3140,1
7379,RLPacMan,MyGhosts,54.15,3770,1
7380,RLPacMan,MyGhosts,25.28,2950,1
7381,RLPacMan,MyGhosts,44.73,1450,1
7382,RLPacMan,MyGhosts,44.65,3550,1
7383,RLPacMan,MyGhosts,22.40,1650,1
7384,RLPacMan,MyGhosts,46.43,3850,1
7385,RLPacMan,MyGhosts,49.18,3390,1
7386,RLPacMan,MyGhosts,21.93,1550,1
7387,RLPacMan,MyGhosts,35.08,5050,1
7388,RLPacMan,MyGhosts,27.08,2510,1
7389,RLPacMan,MyGhosts,19.40,1750,1
7390,RLPacMan,MyGhosts,56.15,6040,2
7391,RLPacMan,MyGhosts,28.85,1950,1
7392,RLPacMan,MyGhosts,46.50,3180,1
7393,RLPacMan,MyGhosts,42.97,1720,1
7394,RLPacMan,MyGhosts,21.72,2830,1
7395,RLPacMan,MyGhosts,36.20,3710,1
7396,RLPacMan,MyGhosts,49.37,2860,1
7397,RLPacMan,MyGhosts,33.80,4240,1
7398,RLPacMan,MyGhosts,29.98,3090,1
7399,RLPacMan,MyGhosts,34.62,4470,1
7400,RLPacMan,MyGhosts,33.23,2210,1
7401,RLPacMan,MyGhosts,42.57,2420,1
7402,RLPacMan,MyGhosts,60.17,3620,1
7403,RLPacMan,MyGhosts,8.62,820,1
7404,RLPacMan,MyGhosts,32.37,5000,1
7405,RLPacMan,MyGhosts,27.90,2350,1
7406,RLPacMan,MyGhosts,24.42,2280,1
7407,RLPacMan,MyGhosts,28.97,2730,1
7408,RLPacMan,MyGhosts,30.25,2100,1
7409,RLPacMan,MyGhosts,32.42,2810,1
7410,RLPacMan,MyGhosts,30.98,2610,1
7411,RLPacMan,MyGhosts,12.47,1780,1
7412,RLPacMan,MyGhosts,29.33,2720,1
7413,RLPacMan,MyGhosts,75.72,4790,2
7414,RLPacMan,MyGhosts,17.13,1740,1
7415,RLPacMan,MyGhosts,37.57,3440,1
7416,RLPacMan,MyGhosts,30.73,3170,1
7417,RLPacMan,MyGhosts,16.62,2370,1
7418,RLPacMan,MyGhosts,37.20,3480,1
7419,RLPacMan,MyGhosts,34.92,1920,1
7420,RLPacMan,MyGhosts,46.83,4300,1
7421,RLPacMan,MyGhosts,27.03,2280,1
7422,RLPacMan,MyGhosts,55.38,3570,1
7423,RLPacMan,MyGhosts,41.70,4350,1
7424,RLPacMan,MyGhosts,29.12,2690,1
7425,RLPacMan,MyGhosts,34.53,2090,1
7426,RLPacMan,MyGhosts,9.18,1200,1
7427,RLPacMan,MyGhosts,33.57,1910,1
7428,RLPacMan,MyGhosts,25.78,2020,1
7429,RLPacMan,MyGhosts,25.17,2230,1
7430,RLPacMan,MyGhosts,79.32,4770,2
7431,RLPacMan,MyGhosts,33.18,2730,1
7432,RLPacMan,MyGhosts,16.32,2340,1
7433,RLPacMan,MyGhosts,73.98,7150,2
7434,RLPacMan,MyGhosts,21.45,2890,1
7435,RLPacMan,MyGhosts,47.07,4230,1
7436,RLPacMan,MyGhosts,32.73,3950,1
7437,RLPacMan,MyGhosts,31.22,4140,1
7438,RLPacMan,MyGhosts,20.37,1800,1
7439,RLPacMan,MyGhosts,35.28,4240,1
7440,RLPacMan,MyGhosts,21.18,1780,1
7441,RLPacMan,MyGhosts,27.30,1910,1
7442,RLPacMan,MyGhosts,29.62,3410,1
7443,RLPacMan,MyGhosts,34.52,2940,1
7444,RLPacMan,MyGhosts,22.63,1680,1
7445,RLPacMan,MyGhosts,19.95,1320,1
7446,RLPacMan,MyGhosts,31.80,2440,1
7447,RLPacMan,MyGhosts,34.37,1980,1
7448,RLPacMan,MyGhosts,32.02,2780,1
7449,RLPacMan,MyGhosts,35.35,2720,1
7450,RLPacMan,MyGhosts,27.00,3240,1
7451,RLPacMan,MyGhosts,34.37,4240,1
7452,RLPacMan,MyGhosts,19.03,1420,1
7453,RLPacMan,MyGhosts,30.40,2690,1
7454,RLPacMan,MyGhosts,24.67,1730,1
7455,RLPacMan,MyGhosts,26.15,2220,1
7456,RLPacMan,MyGhosts,81.50,5160,2
7457,RLPacMan,MyGhosts,32.38,2820,1
7458,RLPacMan,MyGhosts,18.32,1640,1
7459,RLPacMan,MyGhosts,36.73,4180,1
7460,RLPacMan,MyGhosts,32.70,3240,1
7461,RLPacMan,MyGhosts,32.00,2620,1
7462,RLPacMan,MyGhosts,21.23,3690,1
7463,RLPacMan,MyGhosts,76.67,6730,2
7464,RLPacMan,MyGhosts,30.88,2520,1
7465,RLPacMan,MyGhosts,18.35,2110,1
7466,RLPacMan,MyGhosts,64.53,2870,1
7467,RLPacMan,MyGhosts,29.35,4180,1
7468,RLPacMan,MyGhosts,20.63,1320,1
7469,RLPacMan,MyGhosts,42.10,4990,1
7470,RLPacMan,MyGhosts,34.07,2240,1
7471,RLPacMan,MyGhosts,42.57,2420,1
7472,RLPacMan,MyGhosts,18.07,1710,1
7473,RLPacMan,MyGhosts,32.88,2720,1
7474,RLPacMan,MyGhosts,19.70,1120,1
7475,RLPacMan,MyGhosts,34.32,3230,1
7476,RLPacMan,MyGhosts,18.58,2160,1
7477,RLPacMan,MyGhosts,72.68,5070,2
7478,RLPacMan,MyGhosts,34.90,3090,1
7479,RLPacMan,MyGhosts,35.12,2640,1
7480,RLPacMan,MyGhosts,55.35,3870,1
7481,RLPacMan,MyGhosts,37.20,2670,1
7482,RLPacMan,MyGhosts,25.00,1080,1
7483,RLPacMan,MyGhosts,17.10,4490,1
7484,RLPacMan,MyGhosts,32.25,2020,1
7485,RLPacMan,MyGhosts,19.33,2130,1
7486,RLPacMan,MyGhosts,20.23,1080,1
7487,RLPacMan,MyGhosts,47.63,4320,1
7488,RLPacMan,MyGhosts,56.32,2440,1
7489,RLPacMan,MyGhosts,20.05,2460,1
7490,RLPacMan,MyGhosts,32.83,3540,1
7491,RLPacMan,MyGhosts,55.17,3920,1
7492,RLPacMan,MyGhosts,35.77,2600,1
7493,RLPacMan,MyGhosts,25.10,1790,1
7494,RLPacMan,MyGhosts,39.15,2560,1
7495,RLPacMan,MyGhosts,39.35,3100,1
7496,RLPacMan,MyGhosts,28.18,2760,1
7497,RLPacMan,MyGhosts,25.22,2200,1
7498,RLPacMan,MyGhosts,8.23,650,1
7499,RLPacMan,MyGhosts,32.02,2790,1
7500,RLPacMan,MyGhosts,59.83,3160,1
7501,RLPacMan,MyGhosts,98.07,5620,2
7502,RLPacMan,MyGhosts,30.95,2380,1
7503,RLPacMan,MyGhosts,28.02,2440,1
7504,RLPacMan,MyGhosts,20.87,1870,1
7505,RLPacMan,MyGhosts,28.85,4240,1
7506,RLPacMan,MyGhosts,18.78,1180,1
7507,RLPacMan,MyGhosts,29.03,2680,1
7508,RLPacMan,MyGhosts,26.60,2160,1
7509,RLPacMan,MyGhosts,36.92,2710,1
7510,RLPacMan,MyGhosts,14.43,970,1
7511,RLPacMan,MyGhosts,50.55,4190,1
7512,RLPacMan,MyGhosts,31.15,2810,1
7513,RLPacMan,MyGhosts,22.98,1760,1
7514,RLPacMan,MyGhosts,35.82,3270,1
7515,RLPacMan,MyGhosts,34.40,2960,1
7516,RLPacMan,MyGhosts,30.25,2680,1
7517,RLPacMan,MyGhosts,23.53,3120,1
7518,RLPacMan,MyGhosts,31.47,2740,1
7519,RLPacMan,MyGhosts,23.07,2180,1
7520,RLPacMan,MyGhosts,35.60,2160,1
7521,RLPacMan,MyGhosts,27.68,2540,1
7522,RLPacMan,MyGhosts,42.85,2510,1
7523,RLPacMan,MyGhosts,51.25,2880,1
7524,RLPacMan,MyGhosts,38.23,2950,1
7525,RLPacMan,MyGhosts,40.85,3630,1
7526,RLPacMan,MyGhosts,10.68,820,1
7527,RLPacMan,MyGhosts,21.07,2060,1
7528,RLPacMan,MyGhosts,29.82,3010,1
7529,RLPacMan,MyGhosts,30.57,4120,1
7530,RLPacMan,MyGhosts,40.47,2710,1
7531,RLPacMan,MyGhosts,18.73,2040,1
7532,RLPacMan,MyGhosts,22.57,2600,1
7533,RLPacMan,MyGhosts,52.10,4360,1
7534,RLPacMan,MyGhosts,39.95,2800,1
7535,RLPacMan,MyGhosts,57.17,3500,1
7536,RLPacMan,MyGhosts,14.55,1530,1
7537,RLPacMan,MyGhosts,33.63,2110,1
7538,RLPacMan,MyGhosts,18.93,1520,1
7539,RLPacMan,MyGhosts,18.55,2260,1
7540,RLPacMan,MyGhosts,64.27,2680,1
7541,RLPacMan,MyGhosts,25.48,3900,1
7542,RLPacMan,MyGhosts,72.57,4170,2
7543,RLPacMan,MyGhosts,23.23,2810,1
7544,RLPacMan,MyGhosts,43.73,3110,1
7545,RLPacMan,MyGhosts,31.40,2250,1
7546,RLPacMan,MyGhosts,37.83,1790,1
7547,RLPacMan,MyGhosts,17.48,2130,1
7548,RLPacMan,MyGhosts,51.93,2500,1
7549,RLPacMan,MyGhosts,30.40,3230,1
7550,RLPacMan,MyGhosts,37.72,4380,1
7551,RLPacMan,MyGhosts,23.30,3330,1
7552,RLPacMan,MyGhosts,45.25,3030,1
7553,RLPacMan,MyGhosts,24.25,3960,1
7554,RLPacMan,MyGhosts,29.33,4990,1
7555,RLPacMan,MyGhosts,45.13,2830,1
7556,RLPacMan,MyGhosts,35.95,2770,1
7557,RLPacMan,MyGhosts,33.22,3560,1
7558,RLPacMan,MyGhosts,55.35,2780,1
7559,RLPacMan,MyGhosts,29.03,3430,1
7560,RLPacMan,MyGhosts,78.25,5570,2
7561,RLPacMan,MyGhosts,52.17,3980,1
7562,RLPacMan,MyGhosts,20.80,1940,1
7563,RLPacMan,MyGhosts,26.00,2190,1
7564,RLPacMan,MyGhosts,33.73,3530,1
7565,RLPacMan,MyGhosts,27.25,1940,1
7566,RLPacMan,MyGhosts,15.30,890,1
7567,RLPacMan,MyGhosts,39.20,4240,1
7568,RLPacMan,MyGhosts,15.60,1850,1
7569,RLPacMan,MyGhosts,22.98,2780,1
7570,RLPacMan,MyGhosts,33.53,2190,1
7571,RLPacMan,MyGhosts,28.08,2550,1
7572,RLPacMan,MyGhosts,17.95,1340,1
7573,RLPacMan,MyGhosts,31.67,5620,1
7574,RLPacMan,MyGhosts,30.72,2090,1
7575,RLPacMan,MyGhosts,52.60,2370,1
7576,RLPacMan,MyGhosts,48.02,2790,1
7577,RLPacMan,MyGhosts,21.87,2200,1
7578,RLPacMan,MyGhosts,31.05,3590,1
7579,RLPacMan,MyGhosts,51.97,3820,1
7580,RLPacMan,MyGhosts,50.38,1810,1
7581,RLPacMan,MyGhosts,26.80,2650,1
7582,RLPacMan,MyGhosts,24.02,2080,1
7583,RLPacMan,MyGhosts,19.28,1660,1
7584,RLPacMan,MyGhosts,27.73,2310,1
7585,RLPacMan,MyGhosts,31.08,3590,1
7586,RLPacMan,MyGhosts,44.57,4270,1
7587,RLPacMan,MyGhosts,19.57,1970,1
7588,RLPacMan,MyGhosts,23.58,3990,1
7589,RLPacMan,MyGhosts,18.28,2280,1
7590,RLPacMan,MyGhosts,40.78,3690,1
7591,RLPacMan,MyGhosts,28.45,1900,1
7592,RLPacMan,MyGhosts,48.53,2330,1
7593,RLPacMan,MyGhosts,28.10,2660,1
7594,RLPacMan,MyGhosts,45.08,1850,1
7595,RLPacMan,MyGhosts,34.35,3530,1
7596,RLPacMan,MyGhosts,47.67,3520,1
7597,RLPacMan,MyGhosts,42.48,4310,1
7598,RLPacMan,MyGhosts,25.07,2630,1
7599,RLPacMan,MyGhosts,32.93,4020,1
7600,RLPacMan,MyGhosts,17.13,2220,1
7601,RLPacMan,MyGhosts,29.53,4920,1
7602,RLPacMan,MyGhosts,14.47,1850,1
7603,RLPacMan,MyGhosts,49.88,2650,1
7604,RLPacMan,MyGhosts,40.28,3130,1
7605,RLPacMan,MyGhosts,32.78,3430,1
7606,RLPacMan,MyGhosts,29.33,4230,1
7607,RLPacMan,MyGhosts,23.45,2480,1
7608,RLPacMan,MyGhosts,70.85,2960,2
7609,RLPacMan,MyGhosts,54.42,3980,1
7610,RLPacMan,MyGhosts,32.03,2830,1
7611,RLPacMan,MyGhosts,15.93,930,1
7612,RLPacMan,MyGhosts,27.53,2870,1
7613,RLPacMan,MyGhosts,24.85,3040,1
7614,RLPacMan,MyGhosts,31.35,4210,1
7615,RLPacMan,MyGhosts,25.40,1830,1
7616,RLPacMan,MyGhosts,7.72,580,1
7617,RLPacMan,MyGhosts,18.70,1090,1
7618,RLPacMan,MyGhosts,14.75,1050,1
7619,RLPacMan,MyGhosts,39.67,4180,1
7620,RLPacMan,MyGhosts,19.05,4720,1
7621,RLPacMan,MyGhosts,18.88,1850,1
7622,RLPacMan,MyGhosts,27.15,1690,1
7623,RLPacMan,MyGhosts,14.48,2760,1
7624,RLPacMan,MyGhosts,60.12,3590,1
7625,RLPacMan,MyGhosts,46.35,2000,1
7626,RLPacMan,MyGhosts,48.48,4320,1
7627,RLPacMan,MyGhosts,53.77,7080,2
7628,RLPacMan,MyGhosts,18.83,1260,1
7629,RLPacMan,MyGhosts,32.23,2460,1
7630,RLPacMan,MyGhosts,21.53,4620,1
7631,RLPacMan,MyGhosts,15.42,1100,1
7632,RLPacMan,MyGhosts,12.88,990,1
7633,RLPacMan,MyGhosts,15.72,1730,1
7634,RLPacMan,MyGhosts,26.82,2460,1
7635,RLPacMan,MyGhosts,13.63,1710,1
7636,RLPacMan,MyGhosts,28.98,4100,1
7637,RLPacMan,MyGhosts,59.13,3830,1
7638,RLPacMan,MyGhosts,34.48,2460,1
7639,RLPacMan,MyGhosts,20.23,1080,1
7640,RLPacMan,MyGhosts,40.93,2140,1
7641,RLPacMan,MyGhosts,36.37,4260,1
7642,RLPacMan,MyGhosts,39.17,4190,1
7643,RLPacMan,MyGhosts,36.35,2930,1
7644,RLPacMan,MyGhosts,21.43,2100,1
7645,RLPacMan,MyGhosts,38.33,2510,1
7646,RLPacMan,MyGhosts,36.03,2800,1
7647,RLPacMan,MyGhosts,28.48,2880,1
7648,RLPacMan,MyGhosts,34.37,4120,1
7649,RLPacMan,MyGhosts,21.75,1910,1
7650,RLPacMan,MyGhosts,25.87,2480,1
7651,RLPacMan,MyGhosts,47.02,4920,1
7652,RLPacMan,MyGhosts,31.13,1900,1
7653,RLPacMan,MyGhosts,25.35,3410,1
7654,RLPacMan,MyGhosts,11.58,1120,1
7655,RLPacMan,MyGhosts,20.67,1780,1
7656,RLPacMan,MyGhosts,59.45,5140,1
7657,RLPacMan,MyGhosts,18.87,1410,1
7658,RLPacMan,MyGhosts,36.00,2930,1
7659,RLPacMan,MyGhosts,29.45,3350,1
7660,RLPacMan,MyGhosts,38.52,4270,1
7661,RLPacMan,MyGhosts,28.80,2510,1
7662,RLPacMan,MyGhosts,43.05,3250,1
7663,RLPacMan,MyGhosts,33.83,4170,1
7664,RLPacMan,MyGhosts,30.07,2280,1
7665,RLPacMan,MyGhosts,38.32,2970,1
7666,RLPacMan,MyGhosts,51.27,4230,1
7667,RLPacMan,MyGhosts,24.10,2150,1
7668,RLPacMan,MyGhosts,24.63,2520,1
7669,RLPacMan,MyGhosts,20.18,1430,1
7670,RLPacMan,MyGhosts,28.15,2070,1
7671,RLPacMan,MyGhosts,38.83,2430,1
7672,RLPacMan,MyGhosts,49.72,2240,1
7673,RLPacMan,MyGhosts,14.72,1820,1
7674,RLPacMan,MyGhosts,31.20,2000,1
7675,RLPacMan,MyGhosts,52.88,3590,1
7676,RLPacMan,MyGhosts,46.93,3090,1
7677,RLPacMan,MyGhosts,18.90,1970,1
7678,RLPacMan,MyGhosts,17.63,2300,1
7679,RLPacMan,MyGhosts,29.03,4790,1
7680,RLPacMan,MyGhosts,29.72,2780,1
7681,RLPacMan,MyGhosts,21.25,5070,1
7682,RLPacMan,MyGhosts,26.47,2470,1
7683,RLPacMan,MyGhosts,25.70,1990,1
7684,RLPacMan,MyGhosts,33.58,2770,1
7685,RLPacMan,MyGhosts,11.73,1140,1
7686,RLPacMan,MyGhosts,34.58,3680,1
7687,RLPacMan,MyGhosts,13.78,1320,1
7688,RLPacMan,MyGhosts,32.73,3510,1
7689,RLPacMan,MyGhosts,20.72,1510,1
7690,RLPacMan,MyGhosts,28.80,2990,1
7691,RLPacMan,MyGhosts,26.25,3460,1
7692,RLPacMan,MyGhosts,29.12,3200,1
7693,RLPacMan,MyGhosts,30.62,2330,1
7694,RLPacMan,MyGhosts,63.97,4130,1
7695,RLPacMan,MyGhosts,29.03,1880,1
7696,RLPacMan,MyGhosts,39.33,5180,1
7697,RLPacMan,MyGhosts,12.78,1070,1
7698,RLPacMan,MyGhosts,32.62,2120,1
7699,RLPacMan,MyGhosts,32.90,2780,1
7700,RLPacMan,MyGhosts,14.10,1640,1
7701,RLPacMan,MyGhosts,29.32,3720,1
7702,RLPacMan,MyGhosts,52.20,4270,1
7703,RLPacMan,MyGhosts,34.08,3450,1
7704,RLPacMan,MyGhosts,45.33,3000,1
7705,RLPacMan,MyGhosts,12.87,1400,1
7706,RLPacMan,MyGhosts,38.72,2360,1
7707,RLPacMan,MyGhosts,31.52,4200,1
7708,RLPacMan,MyGhosts,14.47,1890,1
7709,RLPacMan,MyGhosts,17.23,1320,1
7710,RLPacMan,MyGhosts,18.02,2940,1
7711,RLPacMan,MyGhosts,39.68,4260,1
7712,RLPacMan,MyGhosts,25.85,1940,1
7713,RLPacMan,MyGhosts,52.77,2790,1
7714,RLPacMan,MyGhosts,37.52,4080,1
7715,RLPacMan,MyGhosts,19.65,1860,1
7716,RLPacMan,MyGhosts,56.68,3640,1
7717,RLPacMan,MyGhosts,24.37,2410,1
7718,RLPacMan,MyGhosts,21.95,2460,1
7719,RLPacMan,MyGhosts,36.38,3770,1
7720,RLPacMan,MyGhosts,8.43,780,1
7721,RLPacMan,MyGhosts,15.95,1100,1
7722,RLPacMan,MyGhosts,74.80,3840,2
7723,RLPacMan,MyGhosts,18.03,2100,1
7724,RLPacMan,MyGhosts,38.58,2360,1
7725,RLPacMan,MyGhosts,13.07,1040,1
7726,RLPacMan,MyGhosts,30.35,3490,1
7727,RLPacMan,MyGhosts,35.10,1970,1
7728,RLPacMan,MyGhosts,34.20,2250,1
7729,RLPacMan,MyGhosts,20.33,2270,1
7730,RLPacMan,MyGhosts,31.83,2550,1
7731,RLPacMan,MyGhosts,29.82,2530,1
7732,RLPacMan,MyGhosts,21.47,1870,1
7733,RLPacMan,MyGhosts,54.55,1470,1
7734,RLPacMan,MyGhosts,36.48,2490,1
7735,RLPacMan,MyGhosts,30.47,1950,1
7736,RLPacMan,MyGhosts,19.43,1930,1
7737,RLPacMan,MyGhosts,35.68,2860,1
7738,RLPacMan,MyGhosts,26.57,3180,1
7739,RLPacMan,MyGhosts,26.32,2610,1
7740,RLPacMan,MyGhosts,34.18,3330,1
7741,RLPacMan,MyGhosts,22.93,1200,1
7742,RLPacMan,MyGhosts,27.40,2580,1
7743,RLPacMan,MyGhosts,29.05,2020,1
7744,RLPacMan,MyGhosts,18.43,1350,1
7745,RLPacMan,MyGhosts,17.73,1160,1
7746,RLPacMan,MyGhosts,32.35,2280,1
7747,RLPacMan,MyGhosts,51.08,3610,1
7748,RLPacMan,MyGhosts,29.03,2380,1
7749,RLPacMan,MyGhosts,32.62,3590,1
7750,RLPacMan,MyGhosts,38.33,4890,1
7751,RLPacMan,MyGhosts,27.48,2970,1
7752,RLPacMan,MyGhosts,39.23,2220,1
7753,RLPacMan,MyGhosts,44.25,4260,1
7754,RLPacMan,MyGhosts,23.28,1470,1
7755,RLPacMan,MyGhosts,40.23,4250,1
7756,RLPacMan,MyGhosts,17.83,2060,1
7757,RLPacMan,MyGhosts,25.88,1900,1
7758,RLPacMan,MyGhosts,18.48,1680,1
7759,RLPacMan,MyGhosts,37.07,3540,1
7760,RLPacMan,MyGhosts,26.57,2500,1
7761,RLPacMan,MyGhosts,31.73,3820,1
7762,RLPacMan,MyGhosts,21.35,3290,1
7763,RLPacMan,MyGhosts,52.23,4210,1
7764,RLPacMan,MyGhosts,29.92,3300,1
7765,RLPacMan,MyGhosts,22.10,2050,1
7766,RLPacMan,MyGhosts,37.60,2970,1
7767,RLPacMan,MyGhosts,29.75,5310,1
7768,RLPacMan,MyGhosts,29.92,1630,1
7769,RLPacMan,MyGhosts,16.47,2920,1
7770,RLPacMan,MyGhosts,59.32,3680,1
7771,RLPacMan,MyGhosts,12.77,1130,1
7772,RLPacMan,MyGhosts,45.42,3580,1
7773,RLPacMan,MyGhosts,15.90,1280,1
7774,RLPacMan,MyGhosts,17.55,1680,1
7775,RLPacMan,MyGhosts,28.83,2290,1
7776,RLPacMan,MyGhosts,30.13,4060,1
7777,RLPacMan,MyGhosts,33.18,3690,1
7778,RLPacMan,MyGhosts,35.08,4240,1
7779,RLPacMan,MyGhosts,21.68,2300,1
7780,RLPacMan,MyGhosts,19.45,1580,1
7781,RLPacMan,MyGhosts,19.22,2660,1
7782,RLPacMan,MyGhosts,17.90,1300,1
7783,RLPacMan,MyGhosts,9.72,850,1
7784,RLPacMan,MyGhosts,37.17,3240,1
7785,RLPacMan,MyGhosts,22.75,1930,1
7786,RLPacMan,MyGhosts,53.73,4330,1
7787,RLPacMan,MyGhosts,21.77,2350,1
7788,RLPacMan,MyGhosts,51.97,3050,1
7789,RLPacMan,MyGhosts,30.32,1730,1
7790,RLPacMan,MyGhosts,39.95,3520,1
7791,RLPacMan,MyGhosts,54.20,3160,1
7792,RLPacMan,MyGhosts,29.43,1790,1
7793,RLPacMan,MyGhosts,43.68,2510,1
7794,RLPacMan,MyGhosts,30.63,1670,1
7795,RLPacMan,MyGhosts,57.12,4370,1
7796,RLPacMan,MyGhosts,38.02,3040,1
7797,RLPacMan,MyGhosts,33.37,2760,1
7798,RLPacMan,MyGhosts,8.88,720,1
7799,RLPacMan,MyGhosts,22.98,3920,1
7800,RLPacMan,MyGhosts,39.85,3390,1
7801,RLPacMan,MyGhosts,22.25,1580,1
7802,RLPacMan,MyGhosts,50.98,3370,1
7803,RLPacMan,MyGhosts,50.08,2560,1
7804,RLPacMan,MyGhosts,38.38,1660,1
7805,RLPacMan,MyGhosts,47.35,6590,1
7806,RLPacMan,MyGhosts,22.05,1520,1
7807,RLPacMan,MyGhosts,60.78,3100,1
7808,RLPacMan,MyGhosts,27.90,2420,1
7809,RLPacMan,MyGhosts,39.02,2110,1
7810,RLPacMan,MyGhosts,31.35,3360,1
7811,RLPacMan,MyGhosts,43.65,4280,1
7812,RLPacMan,MyGhosts,43.88,2870,1
7813,RLPacMan,MyGhosts,29.73,4320,1
7814,RLPacMan,MyGhosts,49.68,3070,1
7815,RLPacMan,MyGhosts,23.37,2680,1
7816,RLPacMan,MyGhosts,28.90,2070,1
7817,RLPacMan,MyGhosts,30.48,5080,1
7818,RLPacMan,MyGhosts,23.43,1330,1
7819,RLPacMan,MyGhosts,22.28,1680,1
7820,RLPacMan,MyGhosts,48.92,4250,1
7821,RLPacMan,MyGhosts,48.20,2660,1
7822,RLPacMan,MyGhosts,19.87,1810,1
7823,RLPacMan,MyGhosts,30.30,3190,1
7824,RLPacMan,MyGhosts,48.10,2370,1
7825,RLPacMan,MyGhosts,24.27,2260,1
7826,RLPacMan,MyGhosts,28.87,4990,1
7827,RLPacMan,MyGhosts,52.05,5190,1
7828,RLPacMan,MyGhosts,25.47,3450,1
7829,RLPacMan,MyGhosts,30.93,4990,1
7830,RLPacMan,MyGhosts,56.65,3820,1
7831,RLPacMan,MyGhosts,29.73,3190,1
7832,RLPacMan,MyGhosts,34.37,2440,1
7833,RLPacMan,MyGhosts,61.22,2940,1
7834,RLPacMan,MyGhosts,27.53,3000,1
7835,RLPacMan,MyGhosts,26.08,2930,1
7836,RLPacMan,MyGhosts,43.55,4340,1
7837,RLPacMan,MyGhosts,65.60,4260,1
7838,RLPacMan,MyGhosts,44.92,2360,1
7839,RLPacMan,MyGhosts,8.62,820,1
7840,RLPacMan,MyGhosts,63.82,2780,1
7841,RLPacMan,MyGhosts,32.68,2880,1
7842,RLPacMan,MyGhosts,12.60,1310,1
7843,RLPacMan,MyGhosts,41.57,4260,1
7844,RLPacMan,MyGhosts,18.12,2090,1
7845,RLPacMan,MyGhosts,22.50,1830,1
7846,RLPacMan,MyGhosts,31.62,3350,1
7847,RLPacMan,MyGhosts,9.97,1090,1
7848,RLPacMan,MyGhosts,25.62,3030,1
7849,RLPacMan,MyGhosts,11.87,1440,1
7850,RLPacMan,MyGhosts,39.47,2430,1
7851,RLPacMan,MyGhosts,26.00,2420,1
7852,RLPacMan,MyGhosts,36.83,5900,1
7853,RLPacMan,MyGhosts,19.50,1680,1
